"Serial_Number", "User_ID", "Main_Content", "Time", "Max_Word_Indicator"
"Gossiping#M.1561349958.A.CE1#00187", "silentence", "開始囉", "49.216.16.21 06/24 13:05", "0"
"Gossiping#M.1561349958.A.CE1#00188", "fv", "批習啊 笑你不敢", "223.140.253.94 06/24 13:05", "0"
"Gossiping#M.1561349958.A.CE1#00189", "gaddafi", "垃圾賣國賊每年拿中共多少補助無恥髒東西", "111.241.215.216 06/24 13:06", "1"
"Gossiping#M.1561349958.A.CE1#00190", "TonyStuck", "又一篇", "110.50.152.50 06/24 13:06", "0"
"Gossiping#M.1561349958.A.CE1#00191", "toheart78945", "無恥中屎", "42.75.110.149 06/24 13:07", "0"
"Gossiping#M.1561349958.A.CE1#00192", "YYA", "哈哈", "39.9.161.7 06/24 13:08", "0"
"Gossiping#M.1561349958.A.CE1#00193", "pccheni", "跳板狗", "110.26.126.99 06/24 13:08", "0"
"Gossiping#M.1561349958.A.CE1#00194", "Yehpin2823", "垃圾狗報汪汪叫", "39.13.99.19 06/24 13:09", "0"
"Gossiping#M.1561349958.A.CE1#00195", "A320", "侵害民主自由的人渣閉嘴啦  幹你娘", "60.248.153.145 06/24 13:10", "0"
"Gossiping#M.1561349958.A.CE1#00196", "faker007", "在荷蘭還發廢文 趕快去抽大麻", "39.14.0.124 06/24 13:12", "0"
"Gossiping#M.1561349958.A.CE1#00197", "biosphere", "五毛滾", "111.254.213.27 06/24 13:12", "0"
"Gossiping#M.1561349958.A.CE1#00198", "snake1204", "中屎", "114.136.167.155 06/24 13:13", "0"
"Gossiping#M.1561349958.A.CE1#00199", "david1230", "在荷蘭的朋友 不要吸太多", "118.163.212.115 06/24 13:13", "0"
"Gossiping#M.1561349958.A.CE1#00200", "Lunachen", "XX", "219.85.143.71 06/24 13:15", "0"
"Gossiping#M.1561349958.A.CE1#00201", "monkeyeden", "狗報好了啦很丟臉", "36.225.226.99 06/24 13:15", "0"
"Gossiping#M.1561349958.A.CE1#00202", "wrhgpw", "跳板狗配狗報  哈哈哈哈哈", "122.254.0.139 06/24 13:16", "0"
"Gossiping#M.1561349958.A.CE1#00203", "mis1114", "消滅中屎", "61.65.97.171 06/24 13:18", "0"
"Gossiping#M.1561349958.A.CE1#00204", "lin821", "跳版幫死全家 嘻嘻", "27.246.2.253 06/24 13:19", "0"
"Gossiping#M.1561349958.A.CE1#00205", "tsukasaxx", "跳IP又是紅媒，滾!!!", "61.220.124.88 06/24 13:19", "0"
"Gossiping#M.1561349958.A.CE1#00206", "ewjfd", "中屎造謠作假抹黑 才是在傷害言論自由", "27.52.202.142 06/24 13:20", "0"
"Gossiping#M.1561349958.A.CE1#00207", "sillyberlin", "五毛", "114.36.0.37 06/24 13:20", "0"
"Gossiping#M.1561349958.A.CE1#00208", "LuckyQ", "還屁啦,五毛也不想想怎麼那讓令人討厭", "220.143.49.126 06/24 13:21", "0"
"Gossiping#M.1561349958.A.CE1#00209", "Asucks", "原來呂謦煒重要到講的話能變成新聞", "122.146.90.232 06/24 13:23", "0"
"Gossiping#M.1561349958.A.CE1#00210", "jacky1205", "批你媽78毛 垃圾媒體", "223.136.140.30 06/24 13:26", "0"
"Gossiping#M.1561349958.A.CE1#00211", "dlshao", "戒你媽逼", "42.73.88.121 06/24 13:27", "0"
"Gossiping#M.1561349958.A.CE1#00212", "rock5421", "可以讓我猜錯媒體一次嗎?", "101.137.34.80 06/24 13:29", "0"
"Gossiping#M.1561349958.A.CE1#00213", "juutilainen", "費報整個公司都中國的吧", "49.215.181.75 06/24 13:35", "0"
"Gossiping#M.1561349958.A.CE1#00214", "MrNext", "回去為你祖國民主自由努力吧！別當駡爽爽的太監", "114.47.68.123 06/24 13:40", "1"
"Gossiping#M.1561349958.A.CE1#00215", "webman", "答案： "獨立公正的司法機關發布命令，認定所涉內容非法"。下一位", "114.136.60.61 06/24 13:43", "1"
"Gossiping#M.1561349958.A.CE1#00216", "jocker5407", "跳板帳號真的砍不完呢", "61.227.207.90 06/24 13:43", "0"
"Gossiping#M.1561349958.A.CE1#00217", "Lydia66", "吠叫集團 你有別招嗎？換一下說詞好嗎？", "180.177.113.238 06/24 13:46", "1"
"Gossiping#M.1561349958.A.CE1#00218", "tedtseng", "中國偷渡荷蘭的新聞自由？聽你在屁", "118.168.136.25 06/24 13:52", "0"
"Gossiping#M.1561349958.A.CE1#00219", "acserro", "戒嚴時期你們這些背骨仔早就當街槍決了", "49.215.204.133 06/24 13:52", "1"
"Gossiping#M.1561349958.A.CE1#00220", "miraism", "狗報一天到底要吠幾篇", "112.104.75.15 06/24 13:53", "0"
"Gossiping#M.1561349958.A.CE1#00221", "cacabeast", "滾啦 去中國當官媒好ㄇ 下系下井", "49.217.12.66 06/24 13:54", "0"
"Gossiping#M.1561349958.A.CE1#00222", "ccucwc", "先恢復一次戒嚴把中共在台組織槍斃一輪", "49.129.185.214 06/24 13:56", "0"
"Gossiping#M.1561349958.A.CE1#00223", "pamirs35", "狗報滾回對岸！", "114.137.83.241 06/24 13:57", "0"
"Gossiping#M.1561349958.A.CE1#00224", "peterw", "這是本名嗎？", "223.137.52.100 06/24 14:00", "0"
"Gossiping#M.1561349958.A.CE1#00225", "gaddafi", "殺人犯嗆被害者沒有人性", "111.241.215.216 06/24 14:00", "0"
"Gossiping#M.1561349958.A.CE1#00226", "slimu0001", "戒嚴喔，那中時集團直接被抄家滅族了", "42.77.27.192 06/24 14:05", "1"
"Gossiping#M.1561349958.A.CE1#00227", "demitri", "這遊行甚至不是DPP發起的", "104.32.187.152 06/24 14:05", "0"
"Gossiping#M.1561349958.A.CE1#00228", "kshs2224", "戒嚴時中天中時這種報導還不被抓去槍斃", "218.173.71.68 06/24 14:07", "1"
"Gossiping#M.1561349958.A.CE1#00229", "poorenglish", "狹持自由言論濫用第四權，推錯 噓回來", "211.23.144.210 06/24 14:07", "0"
"Gossiping#M.1561349958.A.CE1#00230", "oops66", "狗報汪汪叫", "210.61.209.67 06/24 14:07", "0"
"Gossiping#M.1561349958.A.CE1#00231", "jackchangaa", "陰文護民主，作掉賴皮神", "223.136.104.149 06/24 14:09", "0"
"Gossiping#M.1561349958.A.CE1#00232", "winson911", ".", "49.214.133.41 06/24 14:20", "0"
"Gossiping#M.1561349958.A.CE1#00233", "jalsonice", "跳板仔拼命洗 打著民主自由大旗拼命鼓吹反民主自由的政體 邏輯已死 快回長城吧 跳板仔", "101.11.20.221 06/24 14:27", "1"
"Gossiping#M.1561349958.A.CE1#00234", "QUIBECK", "智障跳板被雞姦", "219.91.22.32 06/24 14:31", "0"
"Gossiping#M.1561349958.A.CE1#00235", "allenthai", "狗報，整天只會廢", "182.232.51.249 06/24 14:31", "0"
"Gossiping#M.1561349958.A.CE1#00236", "hqu", "荷蘭   祖國仔   紅毛仔", "210.69.166.241 06/24 14:32", "0"
"Gossiping#M.1561349958.A.CE1#00237", "King0615", "狗報閉嘴", "223.138.212.111 06/24 14:45", "0"
"Gossiping#M.1561349958.A.CE1#00238", "stoxin", "https//i.imgur.com/H08NMxS.jpg", "39.8.62.73 06/24 14:58", "0"
"Gossiping#M.1561349958.A.CE1#00239", "KA", "垃圾中時", "42.76.50.211 06/24 15:04", "0"
"Gossiping#M.1561349958.A.CE1#00240", "xhung", "供三小", "42.73.41.167 06/24 15:12", "0"
"Gossiping#M.1561349958.A.CE1#00241", "drsaheng", "垃圾報", "111.82.203.237 06/24 15:13", "0"
"Gossiping#M.1561349958.A.CE1#00242", "MW1220", "阿不就挨那些支那走狗的批?", "223.136.115.245 06/24 15:21", "0"
"Gossiping#M.1561349958.A.CE1#00243", "kutsu", "滾", "42.77.199.148 06/24 15:29", "0"
"Gossiping#M.1561349958.A.CE1#00244", "kikiko", "中時又來了", "163.32.157.69 06/24 15:38", "0"
"Gossiping#M.1561349958.A.CE1#00245", "skywingyang", "連六四都不敢報的有啥資格講新聞自由垃圾", "42.73.103.70 06/24 15:44", "1"
"Gossiping#M.1561349958.A.CE1#00246", "kkkk0923", "狗報開始吠了，中共談人權、新聞自由", "163.30.202.194 06/24 15:53", "0"
"Gossiping#M.1561349958.A.CE1#00247", "st996614", "就中共走狗最沒資格講啦ZZ", "111.251.59.192 06/24 16:00", "0"
"Gossiping#M.1561349958.A.CE1#00248", "tassadar1", "只有支那賤畜會批，然後他們對維尼永遠歌功頌德啊你都找跳板了幹嘛找荷蘭，黑人問號", "59.127.206.26 06/24 16:06", "1"
"Gossiping#M.1561349958.A.CE1#00249", "incubus46", "我有聽說果凍營養價值低", "111.82.242.105 06/24 16:11", "0"
"Gossiping#M.1561349958.A.CE1#00250", "jiunyee", "叫自己人發言 再說 你看 有人罵你 槓~", "123.205.57.205 06/24 16:28", "0"
"Gossiping#M.1561349958.A.CE1#00251", "ziso", ".", "211.72.185.125 06/24 16:50", "0"
"Gossiping#M.1561349958.A.CE1#00252", "anendfox", "垃圾中國", "27.247.38.5 06/24 16:59", "0"
"Gossiping#M.1561349958.A.CE1#00253", "st002650", "汪汪 汪汪汪", "220.132.139.71 06/24 17:31", "0"
"Gossiping#M.1561349958.A.CE1#00254", "st89702", "中時，荷蘭", "36.237.212.20 06/24 17:39", "0"
"Gossiping#M.1561349958.A.CE1#00255", "Massa", "噁心匪報", "122.121.137.130 06/24 18:31", "0"
"Gossiping#M.1561349958.A.CE1#00256", "noah7011", "愛支豬", "39.8.201.9 06/25 08:04", "0"
